PMID	Pubdate	Journal	Disease ID	Disease Text	Food ID	Food Text	Sentence	Labels
16835880	2006	Phytotherapy research : PTR	MESH:D007239	infections	Food ID:4682	garlic	Commercial garlic (Allium sativum) has been used since time immemorial as a natural antibiotic, however, very little is known about the antifungal properties of two indigenous South African species of ANN-FOOD, namely Tulbaghia alliacea and Tulbaghia violacea, used as folk medicines for a variety of ANN-DISEASE.	Neutral
16843460	2007	Experimental parasitology	MESH:D005767	gastrointestinal symptoms	Food ID:34256	Mentha x piperita	ANN-FOOD, popularly known as peppermint, is a plant that is frequently used in the popular medicine to treat ANN-DISEASE.	Positive
16843460	2007	Experimental parasitology	MESH:D005767	gastrointestinal symptoms	Food ID:34256	peppermint	Mentha x piperita, popularly known as ANN-FOOD, is a plant that is frequently used in the popular medicine to treat ANN-DISEASE.	Neutral
16843460	2007	Experimental parasitology	MESH:D007239	lamblia infections	Food ID:34256	Mentha x piperita	Our results demonstrated antigiardial activity of ANN-FOOD, indicating its potential value as therapeutic agent against G. ANN-DISEASE.	Positive
18763119	2000	Science in China. Series C, Life sciences	MESH:D009369	tumor	Food ID:4682	garlic	Previous studies have demonstrated that ANN-FOOD oil (GO) and its anti-ANN-DISEASE compound could inhibit DNA and RNA synthesis in human cancer cells.	Positive
18763119	2000	Science in China. Series C, Life sciences	MESH:D009369	cancer	Food ID:4682	garlic	Previous studies have demonstrated that ANN-FOOD oil (GO) and its anti-tumor compound could inhibit DNA and RNA synthesis in human ANN-DISEASE cells.	Positive
18763119	2000	Science in China. Series C, Life sciences	MESH:D002277	carcinoma	Food ID:4682	garlic	In order to explore the effects of ANN-FOOD oil on ANN-DISEASE cells, a gastric carcinoma cell line, BGC-823 was studied at cellular and molecular levels after garlic oil treatment.	Neutral
18763119	2000	Science in China. Series C, Life sciences	MESH:D013274	gastric carcinoma	Food ID:4682	garlic	In order to explore the effects of ANN-FOOD oil on carcinoma cells, a ANN-DISEASE cell line, BGC-823 was studied at cellular and molecular levels after garlic oil treatment.	Neutral
18763119	2000	Science in China. Series C, Life sciences	MESH:D002277	carcinoma	Food ID:4682	garlic	In order to explore the effects of garlic oil on ANN-DISEASE cells, a gastric carcinoma cell line, BGC-823 was studied at cellular and molecular levels after ANN-FOOD oil treatment.	Neutral
18763119	2000	Science in China. Series C, Life sciences	MESH:D013274	gastric carcinoma	Food ID:4682	garlic	In order to explore the effects of garlic oil on carcinoma cells, a ANN-DISEASE cell line, BGC-823 was studied at cellular and molecular levels after ANN-FOOD oil treatment.	Neutral
18763119	2000	Science in China. Series C, Life sciences	MESH:D002471	tumorigenicity	Food ID:4682	garlic	Data showed that the cell differentiation and suppression of ANN-DISEASE were significantly induced in tumor cells after ANN-FOOD oil treatment.	Positive
18763119	2000	Science in China. Series C, Life sciences	MESH:D009369	tumor	Food ID:4682	garlic	Data showed that the cell differentiation and suppression of tumorigenicity were significantly induced in ANN-DISEASE cells after ANN-FOOD oil treatment.	Positive
20667464	2010	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D064420	toxicity	Food ID:94328	Zingiber officinale	The acute ANN-DISEASE of methanolic and watery extracts of ANN-FOOD (ZO) roots in mice and their effects on fertility of male diabetic rats were carried out.	Neutral
20667464	2010	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D003920	diabetic	Food ID:94328	Zingiber officinale	The acute toxicity of methanolic and watery extracts of ANN-FOOD (ZO) roots in mice and their effects on fertility of male ANN-DISEASE rats were carried out.	Neutral
20686221	2010	Biological & pharmaceutical bulletin	MESH:D009369	cancer	Food ID:136217	Curcuma longa	Curcumin, isolated from the plant ANN-FOOD (LINN), has been investigated as a promising ANN-DISEASE preventive in food because curcumin, a phenolic and coloring compound, is widely ingested in the Indian subcontinent.	Neutral
20688230	2010	Food microbiology	MESH:D004927	Escherichia coli	Food ID:219868	clove	Then, gelatin-chitosan-based edible films incorporated with ANN-FOOD essential oil were elaborated and their antimicrobial activity tested against six selected microorganisms: Pseudomonas fluorescens, Shewanella putrefaciens, Photobacterium phosphoreum, Listeria innocua, ANN-DISEASE and Lactobacillus acidophilus.	Neutral
20690979	2010	Microcirculation (New York, N.Y. : 1994)	MESH:D018805	sepsis	Food ID:136217	turmeric	In this project, we examined whether curcumin, an active ingredient of ANN-FOOD and an anti-inflammatory agent, could disrupt interactions between circulating blood cells and endothelium and improve survival in a murine model of ANN-DISEASE.	Neutral
22617353	2012	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D064420	toxicity	Food ID:63812	Peumus Boldus	This work aimed to study the inhibition on acetylcholinesterase activity (AChE), the antioxidant activity and the ANN-DISEASE towards Caco-2 and HeLa cells of aqueous extracts of ANN-FOOD.	Neutral
22617353	2012	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D064420	Toxicity	Food ID:63812	Peumus boldus	ANN-DISEASE of ANN-FOOD decoction gave an IC(50) value 0.66 mg/mL for HeLa cells, which caused significant changes in the cell proteome profile.	Neutral
22655699	2012	Journal of agricultural and food chemistry	MESH:D000544	Alzheimer's disease	Food ID:82528	Saffron	ANN-FOOD has been used in traditional medicine against ANN-DISEASE.	Positive
22655699	2012	Journal of agricultural and food chemistry	MESH:D000544	Alzheimer's disease	Food ID:82528	saffron	These results reinforce previous findings about the beneficial action of ANN-FOOD against ANN-DISEASE and may be of value for the development of novel therapeutic agents based on carotenoid-based dual binding inhibitors.	Positive
24595942	2014	Urology journal	MESH:D009336	necrosis	Food ID:4682	garlic	Urine samples were obtained 6.0 and 24.0 h after ANN-FOOD intake and assayed for interleukin-8 (IL-8), interleukin- 12 (IL-12), tumor ANN-DISEASE factor-alpha (TNF-a), diallyl disulfide (DADS) and diallyl sulfide (DAS).	Neutral
24598083	2014	Veterinary parasitology	MESH:D007239	infection	Food ID:4682	garlic	The current work aimed to test the efficacy of ANN-FOOD-based treatments against ANN-DISEASE with monogenean sp.	Neutral
24598083	2014	Veterinary parasitology	MESH:D064420	toxicity	Food ID:4682	garlic	Prior acute ANN-DISEASE tests revealed the maximum tolerance levels of guppies to ANN-FOOD extract to be 12.5 mL L(-1) for 1h.	Neutral
24598083	2014	Veterinary parasitology	MESH:D005393	infected fish	Food ID:4682	garlic	Bathing of ANN-DISEASE in ANN-FOOD extract (7.5 and 12.5 mL L(-1)) significantly (p<0.05) reduced infection prevalence and intensity as compared to the control.	Neutral
24598083	2014	Veterinary parasitology	MESH:D007239	infection	Food ID:4682	garlic	Bathing of infected fish in ANN-FOOD extract (7.5 and 12.5 mL L(-1)) significantly (p<0.05) reduced ANN-DISEASE prevalence and intensity as compared to the control.	Positive
24598083	2014	Veterinary parasitology	MESH:D010157	palatability	Food ID:4682	garlic	Dietary application of ANN-FOOD did not appear to affect ANN-DISEASE.	Neutral
24598083	2014	Veterinary parasitology	MESH:D009136	muscular dystrophy	Food ID:4682	garlic	Histopathology revealed elevated ANN-DISEASE in the 20% ANN-FOOD-fed group, as compared to control.	Neutral
24600306	2014	Saudi journal of biological sciences	MESH:D056486	hepatotoxicity	Food ID:78534	Trigonella foenum-graecum	This study provides the evidence indicating the therapeutic effect of the extract prepared from the dried seeds of ANN-FOOD on an animal model of ANN-DISEASE and on cell proliferation.	Positive
24600307	2014	Saudi journal of biological sciences	MESH:D016715	Proteus vulgaris	Food ID:13427	Cichorium intybus	Extremely strong activity was observed in the seed extracts of Allium ascolinicum extracted in sodium phosphate citrate buffer at pH (5.8) against ANN-DISEASE, Escherichia coli and Staphylococcus aureus with zone of inhibition 17 mm, 17 mm and 15 mm and Rumex vesicarius at pH (7.6), Ammi majus at pH (6.8), ANN-FOOD at pH (7.4) and Cucumis sativus at pH (7.8) also showed better sensitivity against the bacterial strains with zone of inhibition ranges 16-10 mm and some of the strains were found to be resistant.	Neutral
24600307	2014	Saudi journal of biological sciences	MESH:D004927	Escherichia coli	Food ID:13427	Cichorium intybus	Extremely strong activity was observed in the seed extracts of Allium ascolinicum extracted in sodium phosphate citrate buffer at pH (5.8) against Proteus vulgaris, ANN-DISEASE and Staphylococcus aureus with zone of inhibition 17 mm, 17 mm and 15 mm and Rumex vesicarius at pH (7.6), Ammi majus at pH (6.8), ANN-FOOD at pH (7.4) and Cucumis sativus at pH (7.8) also showed better sensitivity against the bacterial strains with zone of inhibition ranges 16-10 mm and some of the strains were found to be resistant.	Neutral
24600307	2014	Saudi journal of biological sciences	MESH:D011023	Staphylococcus aureus	Food ID:13427	Cichorium intybus	Extremely strong activity was observed in the seed extracts of Allium ascolinicum extracted in sodium phosphate citrate buffer at pH (5.8) against Proteus vulgaris, Escherichia coli and ANN-DISEASE with zone of inhibition 17 mm, 17 mm and 15 mm and Rumex vesicarius at pH (7.6), Ammi majus at pH (6.8), ANN-FOOD at pH (7.4) and Cucumis sativus at pH (7.8) also showed better sensitivity against the bacterial strains with zone of inhibition ranges 16-10 mm and some of the strains were found to be resistant.	Neutral
24603624	2014	Forschende Komplementarmedizin (2006)	MESH:D052878	urolithiasis	Food ID:258209	Berberis vulgaris	In this sense, this study attempts to evaluate the extent of oxidative stress in experimental ANN-DISEASE by measuring some parameters of oxidant stress and antioxidant defenses in rat kidneys, before and after ANN-FOOD homeopathic preparation supplementation, and to assess the role, if any, of homeopathic treatment in mitigating free radical toxicity in kidney stone disease.	Neutral
24603624	2014	Forschende Komplementarmedizin (2006)	MESH:D064420	toxicity	Food ID:258209	Berberis vulgaris	In this sense, this study attempts to evaluate the extent of oxidative stress in experimental urolithiasis by measuring some parameters of oxidant stress and antioxidant defenses in rat kidneys, before and after ANN-FOOD homeopathic preparation supplementation, and to assess the role, if any, of homeopathic treatment in mitigating free radical ANN-DISEASE in kidney stone disease.	Neutral
24603624	2014	Forschende Komplementarmedizin (2006)	MESH:D007669	kidney stone disease	Food ID:258209	Berberis vulgaris	In this sense, this study attempts to evaluate the extent of oxidative stress in experimental urolithiasis by measuring some parameters of oxidant stress and antioxidant defenses in rat kidneys, before and after ANN-FOOD homeopathic preparation supplementation, and to assess the role, if any, of homeopathic treatment in mitigating free radical toxicity in ANN-DISEASE.	Neutral
24603624	2014	Forschende Komplementarmedizin (2006)	MESH:D052878	urolithiasis	Food ID:258209	Berberis vulgaris	METHODS: Rat model of ANN-DISEASE was established by administering 0.75% ethylene glycol (EG) in drinking water, and the effects of a homeopathic preparation of ANN-FOOD root bark (HPBV) on the renal antioxidative defense system as well as on potent markers of free radical activities were investigated.	Neutral
24611461	2014	Journal of medicinal food	MESH:D050171	dyslipidemia	Food ID:219868	clove	In the present research, the effect of ANN-FOOD essential oil (CO) and its major constituent, eugenol, formulated in water-based microemulsions, was studied on fatty liver and ANN-DISEASE in high-fructose-fed rats.	Neutral
24615565	2014	Journal of the science of food and agriculture	MESH:D009765	obesity	Food ID:94328	ginger	CONCLUSIONS ``CONCLUSION'': These findings suggested that ANN-FOOD supplementation suppresses ANN-DISEASE induced by a high fat diet and it might be a promising adjuvant therapy for the treatment of obesity and its complications.	Positive
24615565	2014	Journal of the science of food and agriculture	MESH:D009765	obesity	Food ID:94328	ginger	CONCLUSIONS ``CONCLUSION'': These findings suggested that ANN-FOOD supplementation suppresses obesity induced by a high fat diet and it might be a promising adjuvant therapy for the treatment of ANN-DISEASE and its complications.	Positive
24615943	2014	Electrophoresis	MESH:D009369	tumor	Food ID:39367	Rosemary	ANN-FOOD (Rosmarinus officinalis L.) extract possesses antitumor properties against ANN-DISEASE cells from several organs, including breast.	Positive
24615943	2014	Electrophoresis	MESH:D009369	tumor	Food ID:39367	Rosmarinus officinalis	Rosemary (ANN-FOOD L.) extract possesses antitumor properties against ANN-DISEASE cells from several organs, including breast.	Positive
24615943	2014	Electrophoresis	MESH:D001943	breast cancer	Food ID:39367	rosemary	Here, we analyzed the antitumor activities of a supercritical fluid ANN-FOOD extract (SFRE) in different ANN-DISEASE cells, and used a genomic approach to explore its effect on the modulation of ER-a and HER2 signaling pathways, the most important mitogen pathways related to breast cancer progression.	Neutral
24615943	2014	Electrophoresis	MESH:D001943	breast cancer	Food ID:39367	rosemary	Here, we analyzed the antitumor activities of a supercritical fluid ANN-FOOD extract (SFRE) in different breast cancer cells, and used a genomic approach to explore its effect on the modulation of ER-a and HER2 signaling pathways, the most important mitogen pathways related to ANN-DISEASE progression.	Neutral
24617168	2013	Indian journal of physiology and pharmacology	MESH:D010003	OA	Food ID:94328	ginger	This study was conducted to evaluate the safety and efficacy of ANN-FOOD in management of ANN-DISEASE.	Neutral
24617168	2013	Indian journal of physiology and pharmacology	MESH:D010003	OA	Food ID:94328	Ginger	ANN-FOOD powder has add-on effect on reducing the symptoms of ANN-DISEASE of knee with acceptable safety profile.	Positive
26505313	2015	Cell cycle (Georgetown, Tex.)	MESH:D009369	cancer	Food ID:4682	garlic	Diallyl disulfide (DADS), extracted from crushed ANN-FOOD by steam-distillation, has been reported to provide the anticancer activity in several ANN-DISEASE types.	Positive
26508977	2015	Evidence-based complementary and alternative medicine : eCAM	MESH:D008659	metabolic abnormalities	Food ID:136217	Curcuma longa	The medicinal plants Artemisia iwayomogi (A. iwayomogi) and ANN-FOOD (Curcuma longa) radix have been used to treat ANN-DISEASE in traditional Korean medicine and traditional Chinese medicine (TKM and TCM).	Positive
26508977	2015	Evidence-based complementary and alternative medicine : eCAM	MESH:D008659	metabolic abnormalities	Food ID:136217	Curcuma longa	The medicinal plants Artemisia iwayomogi (A. iwayomogi) and Curcuma longa (ANN-FOOD) radix have been used to treat ANN-DISEASE in traditional Korean medicine and traditional Chinese medicine (TKM and TCM).	Positive
26508977	2015	Evidence-based complementary and alternative medicine : eCAM	MESH:D008659	metabolic syndrome	Food ID:136217	Curcuma longa	In this study we evaluated the effect of the water extract of a mixture of A. iwayomogi and ANN-FOOD (ACE) on high-fat diet-induced ANN-DISEASE in a mouse model.	Neutral
26522661	2016	Nutrition (Burbank, Los Angeles County, Calif.)	MESH:D050197	atherosclerosis	Food ID:4682	Garlic	OBJECTIVE ``OBJECTIVES'': ANN-FOOD can play an essential role in the prevention of ANN-DISEASE, but the research addressing the effect of garlic on the concentration of lipoprotein(a) [Lp(a)] has not been fully demonstrated.	Positive
26522661	2016	Nutrition (Burbank, Los Angeles County, Calif.)	MESH:D050197	atherosclerosis	Food ID:4682	garlic	OBJECTIVE ``OBJECTIVES'': Garlic can play an essential role in the prevention of ANN-DISEASE, but the research addressing the effect of ANN-FOOD on the concentration of lipoprotein(a) [Lp(a)] has not been fully demonstrated.	Positive
27955886	2016	Waste management (New York, N.Y.)	MESH:D013736	Phytotoxicity test	Food ID:3707	Brassica juncea	ANN-DISEASE using seeds of Lactuva sativa (lettuce), ANN-FOOD (mustard), Abelmoschus esculentus (okra), Chrysanthemum leucanthemum (daisy), Dendranthema grandiflorum (chrysanthemum) and Allium porrum (leek) were carried out.	Neutral
1679654	1991	Human & experimental toxicology	MESH:D002493	central nervous system depression	Food ID:219868	clove	A case is presented in which a 7-month-old child developed ANN-DISEASE, urinary abnormalities and a large anion-gap acidosis after the accidental oral administration of ANN-FOOD oil.	Negative
1679654	1991	Human & experimental toxicology	MESH:D000138	acidosis	Food ID:219868	clove	A case is presented in which a 7-month-old child developed central nervous system depression, urinary abnormalities and a large anion-gap ANN-DISEASE after the accidental oral administration of ANN-FOOD oil.	Negative
28545436	2017	BMC complementary and alternative medicine	MESH:D014376	tuberculosis	Food ID:555479	Nigella sativa	Thymoquinone (TQ), an essential compound of ANN-FOOD, was previously reported as an active anti-ANN-DISEASE agent.	Positive
28546962	2017	BioMed research international	MESH:D005355	renal fibrosis	Food ID:136217	turmeric	Curcumin, a polyphenol derived from the ANN-FOOD, has received attention as a potential treatment for ANN-DISEASE primarily because it is a relatively safe and inexpensive compound that contributes to kidney health.	Positive
28547547	2002	Oecologia	MESH:D058267	mustard flea beetle	Food ID:3710	black mustard	This study compared the effects of the cabbage white butterfly, Pieris rapae (L.), cabbage looper, Trichoplusia ni (Hubner), and the ANN-DISEASE, Phyllotreta cruciferae (Goeze) on induction of leaf trichome density, sinigrin concentration, and nitrogen concentration in ANN-FOOD, Brassica nigra (L.) Koch.	Neutral
28547547	2002	Oecologia	MESH:D058267	mustard flea beetle	Food ID:3710	Brassica nigra	This study compared the effects of the cabbage white butterfly, Pieris rapae (L.), cabbage looper, Trichoplusia ni (Hubner), and the ANN-DISEASE, Phyllotreta cruciferae (Goeze) on induction of leaf trichome density, sinigrin concentration, and nitrogen concentration in black mustard, ANN-FOOD (L.) Koch.	Neutral
28192202	2017	Journal of ethnopharmacology	MESH:D008288	malaria	Food ID:4232	Helianthus annuus	Withania coagulans, Fagonia cretica, Carthamus oxyacantha, Ehretia obtusifolia, ANN-FOOD, Olea ferruginea and Vitex trifolia, are reported from this region for the first time for the treatment of ANN-DISEASE.	Positive
28213109	2017	Journal of ethnopharmacology	MESH:D001281	beta fibrillation	Food ID:48032	Carum carvi	METHODS ``MATERIALS AND METHODS'': The anti-amyloidogenic activity of the extracts against amyloid beta was investigated by Thioflavin T fibrillation assays and the ability to inhibit the enzymatic activity of acetylcholinesterase was evaluated monitoring the hydrolysis of acetylthiocholine RESULTS: Under the experimental conditions investigated, extracts of two plants, ANN-FOOD and Olea sylvestris, inhibited amyloid ANN-DISEASE considerably, eight plant extracts inhibited amyloid beta fibrillation to some extent, 16 plant extracts had no effect on amyloid beta fibrillation and nine extracts accelerated fibrillation of amyloid beta.	Neutral
28213109	2017	Journal of ethnopharmacology	MESH:D001281	beta fibrillation	Food ID:48032	Carum carvi	METHODS ``MATERIALS AND METHODS'': The anti-amyloidogenic activity of the extracts against amyloid beta was investigated by Thioflavin T fibrillation assays and the ability to inhibit the enzymatic activity of acetylcholinesterase was evaluated monitoring the hydrolysis of acetylthiocholine RESULTS: Under the experimental conditions investigated, extracts of two plants, ANN-FOOD and Olea sylvestris, inhibited amyloid beta fibrillation considerably, eight plant extracts inhibited amyloid ANN-DISEASE to some extent, 16 plant extracts had no effect on amyloid beta fibrillation and nine extracts accelerated fibrillation of amyloid beta.	Neutral
28213109	2017	Journal of ethnopharmacology	MESH:D001281	fibrillation	Food ID:48032	Carum carvi	METHODS ``MATERIALS AND METHODS'': The anti-amyloidogenic activity of the extracts against amyloid beta was investigated by Thioflavin T fibrillation assays and the ability to inhibit the enzymatic activity of acetylcholinesterase was evaluated monitoring the hydrolysis of acetylthiocholine RESULTS: Under the experimental conditions investigated, extracts of two plants, ANN-FOOD and Olea sylvestris, inhibited amyloid beta fibrillation considerably, eight plant extracts inhibited amyloid beta fibrillation to some extent, 16 plant extracts had no effect on amyloid beta ANN-DISEASE and nine extracts accelerated fibrillation of amyloid beta.	Neutral
28689058	2017	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D056486	liver toxicity	Food ID:82528	saffron	The aim of the present study is to investigate the hepatoprotective effects of crocin, a constituent of ANN-FOOD, against BPA-induced ANN-DISEASE.	Neutral
28723601	2017	The international tinnitus journal	MESH:D014012	tinnitus	Food ID:3311	Ginkgo biloba	ANN-FOOD was frequently reported for the treatment of ANN-DISEASE.	Positive
28725629	2017	Journal of traditional and complementary medicine	MESH:D003924	diabetes type II	Food ID:52462	cumin	OBJECTIVE ``AIM'': The purpose of this study was to evaluate the effect of 50 and 100 mg doses of green ANN-FOOD essential oil on glycemic and inflammatory indices in patients with ANN-DISEASE.	Neutral
28725629	2017	Journal of traditional and complementary medicine	MESH:D003924	diabetes type II	Food ID:52462	Cuminum cyminum	CONCLUSIONS ``DISCUSSION AND CONCLUSION'': Administering ANN-FOOD supplement in patients with ANN-DISEASE may decrease the serum levels of insulin, FBS, and glycosylated hemoglobin and also the inflammatory indices of TNF-a and hsCRP and increased the serum levels of adiponectin.	Positive
233890	1975	Contact dermatitis	MESH:D003872	dermatitis	Food ID:128608	cinnamon	Although ANN-FOOD is known to cause ANN-DISEASE in bakers and confectioners, it has only rarely been reported as causing trouble in food or cosmetics.	Negative
2044394	1991	Current medical research and opinion	MESH:D008569	memory impairment	Food ID:3311	Ginkgo biloba	Thirty-one patients over the age of 50 years and showing a mild to moderate degree of ANN-DISEASE entered a 6-month double-blind, placebo controlled, parallel group design study to assess the effects of a standardized ANN-FOOD extract (containing 24% flavonoid glycosides and 6% terpenes) on cognitive function.	Neutral
2046485	1991	Lipids	MESH:D003921	alloxan diabetic	Food ID:78534	fenugreek	Feces of ANN-DISEASE dogs fed ANN-FOOD subfractions were analyzed, and diosgenin, smilagenin and gitogenin were identified and measured using capillary gas chromatography/mass spectrometry.	Neutral
2046485	1991	Lipids	MESH:D003920	diabetic	Food ID:78534	fenugreek	It appears that saponins may be implicated, alone or together with diosgenin, in the observed hypocholesterolemic effect of ANN-FOOD seeds in ANN-DISEASE dogs.	Neutral
2062949	1991	Planta medica	MESH:D017093	liver disorders	Food ID:136217	Curcuma longa	Since there was a protective effect of extracts of ANN-FOOD on the liver and a stimulation of bile secretion in animals, Curcuma longa has been advocated for use in ANN-DISEASE.	Positive
2062949	1991	Planta medica	MESH:D017093	liver disorders	Food ID:136217	Curcuma longa	Since there was a protective effect of extracts of Curcuma longa on the liver and a stimulation of bile secretion in animals, ANN-FOOD has been advocated for use in ANN-DISEASE.	Positive
3859891	1985	Prostaglandins	MESH:D006973	hypertension	Food ID:4222	safflower	Rats with sustained ANN-DISEASE within 8 weeks of renal artery clipping were fed synthetic diets supplemented to 20% of total energy with either ANN-FOOD oil (linoleic acid) or a mixture of cod liver oil (90%) (containing eicosapentaenoic acid) and linseed oil (10%) (containing linolenic acid) for 4 weeks.	Neutral
3859891	1985	Prostaglandins	MESH:D006973	hypertension	Food ID:4006	linseed	Rats with sustained ANN-DISEASE within 8 weeks of renal artery clipping were fed synthetic diets supplemented to 20% of total energy with either safflower oil (linoleic acid) or a mixture of cod liver oil (90%) (containing eicosapentaenoic acid) and ANN-FOOD oil (10%) (containing linolenic acid) for 4 weeks.	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D000707	systemic anaphylaxis	Food ID:4182	sesame	Four patients with histories of ANN-DISEASE or angioedema and urticaria after ingestion of ANN-FOOD seed or sesame oil-containing products were studied for anti-sesame seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D000799	angioedema	Food ID:4182	sesame	Four patients with histories of systemic anaphylaxis or ANN-DISEASE and urticaria after ingestion of ANN-FOOD seed or sesame oil-containing products were studied for anti-sesame seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D014581	urticaria	Food ID:4182	sesame	Four patients with histories of systemic anaphylaxis or angioedema and ANN-DISEASE after ingestion of ANN-FOOD seed or sesame oil-containing products were studied for anti-sesame seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D000707	systemic anaphylaxis	Food ID:4182	sesame	Four patients with histories of ANN-DISEASE or angioedema and urticaria after ingestion of sesame seed or ANN-FOOD oil-containing products were studied for anti-sesame seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D000799	angioedema	Food ID:4182	sesame	Four patients with histories of systemic anaphylaxis or ANN-DISEASE and urticaria after ingestion of sesame seed or ANN-FOOD oil-containing products were studied for anti-sesame seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D014581	urticaria	Food ID:4182	sesame	Four patients with histories of systemic anaphylaxis or angioedema and ANN-DISEASE after ingestion of sesame seed or ANN-FOOD oil-containing products were studied for anti-sesame seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D000707	systemic anaphylaxis	Food ID:4182	sesame	Four patients with histories of ANN-DISEASE or angioedema and urticaria after ingestion of sesame seed or sesame oil-containing products were studied for anti-ANN-FOOD seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D000799	angioedema	Food ID:4182	sesame	Four patients with histories of systemic anaphylaxis or ANN-DISEASE and urticaria after ingestion of sesame seed or sesame oil-containing products were studied for anti-ANN-FOOD seed extract IgE by the radioallergosorbent test (RAST).	Neutral
7451770	1981	The Journal of allergy and clinical immunology	MESH:D014581	urticaria	Food ID:4182	sesame	Four patients with histories of systemic anaphylaxis or angioedema and ANN-DISEASE after ingestion of sesame seed or sesame oil-containing products were studied for anti-ANN-FOOD seed extract IgE by the radioallergosorbent test (RAST).	Neutral
9282507	1997	The Journal of communicable diseases	MESH:D004660	encephalitis	Food ID:49827	Licorice	Glycyrrhizin, a triterpenoid glycoside and ANN-FOOD from Glycyrrhiza glabra and Ammonium salt of Glycyrrhizic acid (Sigma) were tested for antiviral activity on three strains of Japanese ANN-DISEASE virus (JEV), Nakayama, P-20778 and 821564 XY48.	Neutral
9282507	1997	The Journal of communicable diseases	MESH:D004660	encephalitis	Food ID:49827	Glycyrrhiza glabra	Glycyrrhizin, a triterpenoid glycoside and Licorice from ANN-FOOD and Ammonium salt of Glycyrrhizic acid (Sigma) were tested for antiviral activity on three strains of Japanese ANN-DISEASE virus (JEV), Nakayama, P-20778 and 821564 XY48.	Neutral
9285496	1997	Diabetes	MESH:D003920	diabetes	Food ID:3942	Evening primrose	ANN-FOOD oil supplies gamma-linolenic acid (GLA) to improve vasodilator eicosanoid synthesis in ANN-DISEASE, correcting nerve blood flow and NCV deficits.	Positive
9285496	1997	Diabetes	MESH:C564269	NCV deficits	Food ID:3942	Evening primrose	ANN-FOOD oil supplies gamma-linolenic acid (GLA) to improve vasodilator eicosanoid synthesis in diabetes, correcting nerve blood flow and ANN-DISEASE.	Positive
9290126	1997	Nutrition and cancer	MESH:D063646	mammary carcinogenesis	Food ID:4682	garlic	Previous research showed that treatment with selenium-enriched ANN-FOOD (Se-garlic) was able to inhibit the initiation phase of ANN-DISEASE in the dimethyl-benz[a]anthracene (DMBA) model in rats.	Positive
9290126	1997	Nutrition and cancer	MESH:D063646	mammary carcinogenesis	Food ID:4682	garlic	Previous research showed that treatment with selenium-enriched garlic (Se-ANN-FOOD) was able to inhibit the initiation phase of ANN-DISEASE in the dimethyl-benz[a]anthracene (DMBA) model in rats.	Positive
9290126	1997	Nutrition and cancer	MESH:D009369	tumor	Food ID:4682	garlic	Our data seem to suggest that an increased detoxification of carcinogen via the phase II conjugating enzymes might represent a mechanism of ANN-DISEASE suppression by Se-ANN-FOOD.	Positive
11098081	2000	Cancer letters	MESH:D007938	leukemia	Food ID:4682	garlic	In this present study, we examined the effects of ANN-FOOD and onion oils on human promyelocytic ANN-DISEASE cells, HL-60.	Neutral
11109531	2000	Eksperimental'naia i klinicheskaia farmakologiia	MESH:D018827	Lewis lung carcinoma	Food ID:49827	licorice	Experiments on mice inoculated with metastasing ANN-DISEASE showed that the antitumor and antimetastatic effects of cyclophosphan (cyclophosphamide) are potentiated by the extracts of phytopreparations based on Baikal scullcap (Scutellaria baikalensis), rhodiola (Rhodiola rosea), common ANN-FOOD (Glycyrrhiza glabra), and their principal acting components--baikalin, paratyrosol, and glycyrram.	Neutral
11109531	2000	Eksperimental'naia i klinicheskaia farmakologiia	MESH:D018827	Lewis lung carcinoma	Food ID:49827	Glycyrrhiza glabra	Experiments on mice inoculated with metastasing ANN-DISEASE showed that the antitumor and antimetastatic effects of cyclophosphan (cyclophosphamide) are potentiated by the extracts of phytopreparations based on Baikal scullcap (Scutellaria baikalensis), rhodiola (Rhodiola rosea), common licorice (ANN-FOOD), and their principal acting components--baikalin, paratyrosol, and glycyrram.	Neutral
